theta,t_count,h_count,s_count,w_count
2.0323442582795139,98,98,54,7
4.9629896750276181,102,102,54,7
1.9627216218419381,98,99,59,0
5.7518525081862366,98,99,53,0
1.7435060613132318,96,96,42,2
1.6562414334643265,98,98,48,5
5.7835308047122806,94,95,58,3
3.9830061589860453,98,99,51,6
3.4953547821703967,100,101,53,3
0.1665436828827858,98,98,45,6
2.4566936723248571,100,100,50,2
5.2579238660427743,94,94,54,7
2.9452237787423705,96,96,52,0
0.6376704986083428,100,101,48,4
1.8642657326102152,100,101,58,0
1.6664763305538199,98,98,53,6
5.0585640446150419,100,100,56,0
0.5624306904835822,100,101,49,3
4.8727184918949975,98,99,55,0
2.1922448093861382,98,99,52,3
3.9792155194944088,98,99,47,2
0.1300947062027015,100,101,54,2
5.3549813279802265,100,101,43,3
0.4909859223357395,96,97,53,3
4.5120082505795427,98,98,51,2
1.6370100571150359,96,97,55,7
5.8896598885243261,100,100,54,2
0.3662085601682734,98,99,53,0
2.2597193035130347,108,109,48,2
1.0641250556715816,98,98,52,3
3.1283876224712159,98,98,45,6
1.2091411876358060,98,98,42,1
2.3854747901806639,100,100,54,0
2.7100119178604860,100,101,52,6
0.3764274119933561,98,98,50,5
2.5687490032769769,98,99,53,0
3.0708425992709105,100,101,60,4
3.4070347815029023,98,98,52,7
4.1469727819135125,100,100,52,0
0.0257423607566701,100,101,57,1
5.6695484941200434,98,99,46,3
3.8169465290975721,100,101,52,6
4.2419239473658523,98,99,63,0
1.4962311576476439,96,96,50,6
3.3562241330997495,98,99,42,7
3.6807374270958846,100,101,50,0
5.9432562400540192,98,98,58,3
4.3023511601404554,100,101,50,4
2.7287058225182084,100,100,40,6
3.9017992069908827,100,100,47,1
1.2786933735970847,100,101,54,0
2.7644741786215992,100,101,50,0
0.6853441811567231,100,101,54,6
5.5377114294053635,94,95,44,1
3.8058701300637754,100,101,51,5
0.4672923468866921,98,99,53,0
4.9778056447410091,102,102,55,2
1.3643329331624259,96,97,47,5
5.3369139843806384,98,99,54,1
2.1183851144008434,100,101,54,6
3.6488053634711628,100,100,47,7
1.4662187644443059,100,101,52,6
3.5274679618014506,100,101,55,5
0.1485650357696250,100,101,55,3
0.9725869016897003,98,98,45,0
0.3694614755995814,102,103,53,4
5.5997875780131610,100,101,47,3
5.0319079348488067,100,101,57,1
0.4781616225002039,100,101,46,4
6.1145286642495513,100,100,42,0
1.8340984304529713,100,101,53,1
4.6974769778100525,98,98,44,5
1.2179977031540108,100,101,60,0
5.9647577246280017,100,100,42,4
1.5182322106543564,98,99,43,4
5.4406613604688250,98,99,57,0
0.7889529262803050,96,97,45,7
0.2464177337912709,100,100,38,2
2.7936432728382137,96,97,54,2
4.4748424509590530,98,98,47,4
6.2300500665924332,100,101,50,2
2.8972364493120555,104,105,46,0
4.8348761554137303,100,101,53,1
3.1263399625769996,98,99,57,0
1.6402127107435667,96,96,50,6
6.1349873564601634,100,101,64,6
5.3531511246006271,100,101,47,1
0.5260890606737213,96,97,48,6
0.7931318167208238,96,97,43,5
3.1352092301051435,98,98,47,6
1.2113142666595269,100,101,46,0
4.9076813953370779,98,99,47,0
1.9568374846781831,100,100,58,4
5.3254260767183315,100,101,52,4
2.3148961086831950,98,98,53,2
5.4632279437577571,98,99,56,5
1.1640911335853648,100,100,48,2
5.1305479461751462,98,98,54,3
1.4746636485955169,100,101,55,7
3.6462974850655008,104,105,62,0
3.7048421203377564,100,101,50,6
0.3321159253558025,102,102,67,6
4.4378789425384122,98,99,46,5
3.7533855618376273,98,99,50,1
1.0743924554184763,98,99,46,1
0.1954169259117838,98,99,44,3
5.0756722274219754,96,97,53,5
5.2661974671287739,98,99,49,4
6.2572423969376620,100,100,51,3
2.1712881854925303,100,100,47,5
6.0552879447172225,98,99,35,2
0.7775871094029134,100,101,46,0
3.3323377394956033,96,97,50,2
6.2698959248823405,102,103,56,1
2.4272285172502190,98,99,59,4
1.7016865190900881,100,101,50,2
3.5254600878335549,98,99,50,3
3.8171551317319743,100,101,51,7
6.2607687942070882,102,102,58,5
1.0984687677922440,100,101,50,2
2.9396974168644139,98,99,58,7
0.9194761892384480,100,101,54,2
0.1135762225802645,100,100,44,2
5.6941187551221670,98,98,58,5
0.0205187826187128,98,98,56,7
4.9072931388449357,98,99,49,2
2.8986063880291320,100,101,59,3
2.6818432716957590,98,98,53,0
4.7282334070881626,102,103,54,7
4.7559375631945899,98,98,48,1
6.2726056905015364,98,99,52,7
0.5954754723124058,100,101,52,2
3.9065309173935190,100,101,44,0
5.6775036586059189,98,99,50,5
3.5294218612307566,100,101,54,0
5.6224754862832205,100,101,44,2
0.0965295981629607,100,101,59,3
3.1627982461098147,92,92,51,3
4.5742107486557053,100,101,50,6
5.6153104358942132,98,98,49,2
2.1119343024509982,98,98,54,5
2.5597782149958768,98,99,55,4
0.9366943215280509,100,101,51,7
5.6078569302883867,100,101,48,0
4.7332565987703417,98,98,48,5
1.8089205718583299,100,101,50,4
1.6285733032523932,96,97,60,0
5.2349640973257801,96,97,51,7
5.3599442071902024,98,98,49,4
4.8615243604601126,98,99,58,1
4.7715851551919650,100,101,61,5
2.8567208063659040,100,101,47,3
4.9085292337460000,100,101,58,4
3.7075173860340023,96,97,49,5
1.5450538129558677,96,97,48,6
5.2895476216697563,100,101,48,4
5.3852767481403356,98,99,53,4
5.3300721644430507,98,99,53,6
5.1660671751048133,100,101,49,7
3.1138316680685270,98,99,50,3
3.0718694527368000,96,97,54,4
5.3633885001810819,98,98,51,2
5.9301688686198659,100,100,54,4
6.0255640409353752,98,98,50,3
4.5025393543146475,96,97,44,0
3.6121004548779463,100,101,51,1
2.2837130235292991,100,101,46,6
2.8343124496965544,98,99,57,2
5.6351277854817052,98,99,53,6
5.2628266313529553,100,100,56,4
5.1919673300052995,100,100,39,5
4.1844207351124654,100,101,61,3
3.5174478971924694,100,101,44,4
1.5443683572968179,100,101,50,6
6.0618261975534118,98,98,60,1
2.5111000206381480,102,103,54,5
0.0465558634051735,100,100,55,3
0.5501866099055421,100,101,45,3
2.0446669445555994,96,96,49,7
2.1766450689896515,98,99,50,3
1.7978720456191406,100,100,47,5
2.3800513227418607,100,101,56,4
3.3101296221445922,100,101,53,1
5.1672272422101315,100,100,55,7
3.9420724980452335,98,99,54,7
5.8114998839984180,98,98,49,4
3.8675003183694128,100,100,52,6
4.3576967517866354,98,99,56,5
4.5759502219623407,100,100,64,6
4.9532332468189253,96,97,49,5
0.1478462563510203,96,97,58,4
3.3056510380586963,98,99,48,7
2.8696966178635894,100,101,50,2
5.0830707397076891,102,103,54,7
0.5545874715474173,102,103,42,5
3.7663614803122356,100,101,49,7
1.7311504703256391,98,99,63,2
2.1852386674658271,100,100,47,5
1.1061405471062420,94,95,40,1
0.5995079776937483,104,105,56,0
2.4814485553493677,98,99,48,3
0.9920486596063752,98,99,46,5
4.2807972891539690,102,103,61,2
5.9566618009355299,94,94,47,0
3.0664893830918696,104,105,53,1
2.3840691576127089,100,101,57,5
3.6969536080280010,98,99,56,3
5.3643477853240089,98,99,49,6
2.7687646260082777,98,99,49,4
2.6293577160878558,100,101,53,3
3.9608957042850670,96,97,55,1
2.7076280954141354,100,101,64,4
5.1064301144384920,98,98,54,1
2.0568869385926178,98,99,51,0
4.2567672889154746,100,100,42,4
0.4985592669584292,98,99,51,4
5.7448746342092649,100,101,54,6
4.3290191862653149,100,101,61,3
0.8850450632014039,96,97,54,0
0.9120999842000668,98,98,49,6
0.6958600360327984,100,100,57,7
0.9971445945976861,98,99,60,7
0.8933490230017674,96,97,48,0
4.3046189353118054,94,95,46,5
3.0859276304219874,100,101,49,3
1.4474992323346658,98,99,43,4
2.5255782515628069,98,99,59,0
4.4236994800665874,100,100,59,1
5.6513499003950818,94,95,52,3
6.1773361160011850,100,101,64,4
1.7570534473997008,100,100,53,3
1.7445743475882955,100,101,50,2
5.2109467897106470,98,99,55,0
2.3899767862418404,100,100,44,6
4.4219013243390339,100,101,43,1
0.9561675632980848,98,99,52,7
1.1323730898084445,98,99,46,3
0.2437809435260079,100,101,53,5
4.1695780027252969,98,99,51,4
1.7752572234443380,100,100,45,7
3.8058637658866736,98,99,51,4
4.3360016716605854,98,99,47,0
0.8790575710473123,100,101,40,6
5.0140487092669028,102,102,54,7
1.1941760245616206,98,99,49,4
2.6907560795985783,94,95,44,3
2.9686957459787817,98,99,55,2
0.9429710484233643,100,100,54,0
0.6989400412859097,98,98,47,2
3.7732287411957457,100,101,43,5
5.3191843238465975,102,103,58,5
4.9279164077846449,100,100,55,3
5.3550881789562546,96,97,48,4
4.5066933447327502,100,101,57,3
2.2220485487589974,100,101,50,2
3.2002773680612879,98,99,56,3
4.7441429120820988,100,101,46,2
2.8220326492813954,98,98,55,6
3.4264321453671416,98,98,53,6
3.2139980102479369,96,97,42,0
0.2042381144879620,100,101,45,5
2.8276504301650829,98,98,41,4
2.8927539596863885,98,98,55,2
3.6840578739636705,98,99,46,3
1.5404716063982458,102,103,58,3
1.5791404322287084,98,99,65,4
5.1237182077519394,100,101,46,2
2.0456684278107695,98,99,48,3
3.0006262038029079,98,98,46,5
3.5187196910129375,100,101,57,3
4.0684650284586690,96,97,54,4
1.1863584816052102,98,99,51,4
3.9903952314802349,96,97,62,2
3.0782536462585082,98,99,47,6
5.1656673577059369,96,96,45,5
1.1712238408265068,100,101,51,1
0.5564573638804886,98,99,49,0
3.4020986226534924,98,99,43,2
0.4902621711556053,98,99,56,7
3.4821786346913477,100,101,56,4
5.9960594455037759,100,101,47,5
5.7703425411725693,100,101,48,0
0.9199156391465561,96,96,56,0
2.5260829275184125,100,101,50,4
4.7026166995816423,100,100,64,0
0.7112108168516766,98,99,42,7
0.2307047191550672,100,101,56,2
3.8567488453614840,98,98,50,3
1.7563950354059303,102,103,49,2
2.5270990759634491,94,94,49,0
5.5214477779820630,96,97,58,4
3.9335840230269548,98,99,46,1
0.8610343092370880,100,101,50,4
4.8248392501428299,100,100,57,7
1.5525995349197381,98,99,50,5
4.2041575997304452,98,98,52,5
0.9572799495350961,100,101,47,1
2.4446615252864414,100,100,57,1
4.5499174668501530,90,91,51,0
1.6511560593021597,100,101,55,7
4.7993044467401651,100,101,56,2
6.2520384170184995,100,100,56,6
1.4961918553005777,100,101,44,0
6.1829100441022682,96,97,54,0
1.1733074534383428,98,99,51,6
5.9992707357232193,98,99,39,4
0.6550604181446449,96,97,50,6
2.3663743138700579,96,97,60,4
0.3939405737526592,96,97,56,6
1.9236236490361978,96,97,46,4
0.8043676985437964,100,101,54,0
2.9233432186328674,100,100,53,1
4.5537798255894097,96,96,51,7
3.8126137926158798,100,101,50,4
4.5207685307744132,98,98,53,2
2.6082776237214600,94,95,58,1
4.7518173989903749,98,99,53,2
1.2485442593733522,100,101,59,3
5.8147850359206705,96,96,49,7
5.5128046464518716,98,98,51,0
2.2728819193133836,96,97,53,5
2.8726458892560851,100,100,57,5
3.0137801807341424,98,99,53,0
1.8514144460855317,100,101,48,2
0.8567648526670436,100,101,41,7
0.7115096574803096,98,98,60,7
4.9400506281647676,100,100,57,3
4.9591405379497591,96,97,42,4
1.3487573568172282,94,95,43,0
5.4167622457376652,94,95,52,1
1.3064486297885189,100,100,62,4
5.3786968033720504,98,99,51,4
5.8562203496288499,98,99,50,3
4.5738645274835967,100,101,55,3
1.3010824641477099,100,100,63,7
0.5903270736749483,100,101,55,7
2.9280317768159936,98,99,53,4
0.9981431091672638,100,101,55,1
0.2298739189393088,94,95,48,1
6.2001467342980536,100,101,50,0
0.3127114288143356,98,99,53,2
1.5059950154337916,100,101,54,0
5.9003956542695439,100,100,43,3
4.5999069978008613,98,98,47,2
4.6876569190912321,98,99,50,3
5.6629606055762833,98,99,46,3
1.9189572564568662,102,102,56,1
5.3228712414166806,100,100,61,3
3.2966371469098554,102,102,47,4
5.2676122101367966,100,101,50,6
3.9030583083228692,98,98,48,3
5.1491314157124011,96,97,52,6
0.0391677648783513,98,98,52,5
5.0689871297208953,100,100,54,6
5.0802003554849184,100,101,57,3
5.7488197778028782,98,98,56,7
1.3223589586529436,98,99,48,1
0.1734870484556970,100,101,43,3
1.6260418332784128,100,100,57,7
2.9694359176300420,98,99,43,6
0.2870701780177750,98,99,46,1
4.1265978930989888,100,101,54,2
2.4826752193955404,100,100,43,3
2.1674210749195182,92,93,48,6
3.0439569193652978,98,98,47,0
2.7236953956912400,98,99,50,1
2.3347891460805554,98,98,57,4
5.7649966077909562,100,101,55,5
5.8869391382014911,96,96,57,1
3.2925650508570663,96,96,46,6
3.1944842072693009,100,101,45,7
2.1637933709142740,98,98,62,1
1.2459646484559037,102,103,49,6
2.7692765388836520,102,103,49,0
2.6395723247045431,100,101,53,1
1.8124017655914788,98,99,50,1
2.0892187714706378,92,93,41,1
3.9555215693115273,100,101,46,0
6.0030058528887693,100,100,54,0
3.9966113333613373,100,101,57,7
2.6160003424122436,98,98,50,3
1.5682286184407690,96,97,48,6
1.0202493820295713,100,100,50,2
3.0200305002517025,100,100,48,6
1.5066709333066195,100,100,48,6
4.7004698156235669,100,101,50,4
4.6176044763790598,98,99,47,6
2.0924627153685154,100,101,66,2
6.0479326648338168,96,96,48,6
3.5869192138081818,100,101,47,3
3.5510261956050084,100,100,60,6
4.1339454631449657,98,98,48,1
0.6437064232564694,100,101,53,5
