theta,t_count,h_count,s_count,w_count
5.8972997805969998,94,95,49,4
3.4731746183578429,98,99,51,6
0.2366864676775941,96,97,51,3
6.2081058738074164,96,97,54,0
5.1189787476192192,96,97,49,5
5.7278362683308295,94,94,46,1
4.9817839315731876,96,97,49,1
5.6722150925241861,96,97,54,2
6.1448310863545563,96,97,53,5
3.5200300933706443,96,97,48,0
3.0297466741739312,98,98,45,6
5.9819820158833785,98,99,45,4
4.3264804700465849,98,99,44,3
6.2499350134674581,94,94,41,2
1.9100609408451750,94,95,50,3
2.6586387929975559,94,95,53,4
1.4841263938409601,94,95,50,7
4.3653303859055272,96,96,43,5
3.1156642297017600,98,98,51,6
0.0212900446100100,98,99,51,6
1.5393744816338941,96,97,51,7
4.2310041686833948,96,96,54,2
3.1424209069583560,98,99,58,3
6.0763214539049653,96,97,50,0
1.4650866100525282,96,96,51,1
0.3999838320757634,94,94,47,2
3.8851346640453892,96,97,46,2
4.6698623635378587,96,96,45,5
0.6705267544621768,96,97,52,0
1.2808361178659096,94,95,53,2
2.1096756949860223,96,97,54,6
3.6960269360281259,94,95,49,4
0.6150780188000105,94,95,45,2
3.8156535054360323,94,95,44,7
5.2107437083024140,96,97,53,5
0.6326555781322631,96,97,50,4
6.2469719409308455,96,97,56,6
2.0913269731236284,96,97,49,5
5.8336651504181889,98,99,44,7
0.3597365096607728,96,97,45,7
5.6038940890583202,98,99,52,1
1.4323055273060077,96,97,43,7
3.1195452014412113,96,97,60,6
3.3022411683782718,96,97,52,6
5.1614103680728558,98,98,58,3
1.1724959292357768,96,97,57,5
2.3593378722161700,90,90,48,5
3.7612565565481670,94,94,51,6
2.3475404735517635,98,98,48,7
1.7097417278454698,96,96,54,4
0.6990048814521437,96,96,53,5
2.3710905490175218,96,97,53,1
0.0994308801285852,96,97,52,6
3.8688620463407482,98,98,43,0
3.1289881778460269,98,99,59,6
2.5580835825873200,100,101,48,0
1.0577673645281163,98,98,53,6
1.0947700094999169,96,97,53,1
2.5233870374403757,96,96,53,7
2.4317409095877203,98,99,47,6
4.7420752862232947,96,96,48,6
4.9342590402667073,96,97,50,0
5.8178871377761503,92,93,46,2
3.5428223995565555,96,97,51,1
1.8208123463262575,96,96,51,7
4.5719267648457045,96,96,53,5
5.5102710922311742,96,96,42,6
2.7001071134426962,96,97,42,4
2.8230497481267065,98,99,48,1
4.7674073351071531,98,99,46,1
5.4472728024641643,98,99,51,2
2.2143993589935613,92,93,42,2
5.4679787770529646,94,95,52,3
0.1636789041772214,94,95,49,2
0.4420075756026707,92,93,49,5
0.2326272061527568,94,95,53,6
5.5487665538680453,96,97,55,3
1.0496194580211431,98,99,48,7
5.7979950158311064,96,97,54,0
6.0551033178580278,96,97,53,1
0.3652941166790848,94,95,55,0
2.2344662159113260,98,99,57,4
1.1115490887661181,98,99,37,6
0.9380138187440831,94,95,50,5
1.9659265352344437,94,95,48,1
5.4706696139387212,98,99,41,4
0.6209878454813308,96,97,52,0
5.9701422379811664,94,94,49,0
2.1306411038703206,96,97,56,6
6.0221757023396112,96,97,48,4
4.0692314693812994,96,96,52,6
4.2359807925428550,96,96,52,6
5.4877293750381160,96,96,41,1
1.9161807311424048,98,98,61,6
4.5898501363865023,98,98,47,2
1.6513681640665419,94,95,52,3
0.5887600044388580,96,96,47,7
3.1153107119514556,98,98,57,2
1.8298575668355124,92,92,46,2
5.4155277576037717,94,95,53,2
1.4491170574848551,96,97,49,7
1.8083291124354723,98,98,47,2
3.4793064837562264,92,93,55,5
2.8983965427779017,96,96,54,2
4.2411234732126868,98,99,61,0
1.7974510848927074,100,100,51,7
2.2215812210288379,96,97,59,1
6.0679620594383783,98,99,63,0
4.1688514898556805,96,96,41,3
4.8154444952481121,96,97,56,4
3.9466861812987113,98,99,45,4
4.8742557918346696,94,95,44,1
4.9632197235247695,96,97,57,5
0.3785147504829554,98,98,46,3
4.1996446029131853,98,99,47,4
0.7224096701787434,98,98,53,4
1.1961093725882557,94,94,51,2
3.6802129056075414,96,96,42,6
2.7747031374652802,88,89,44,0
4.1838896456770094,98,98,55,4
3.9203317372933046,96,97,50,4
3.9266768689154987,96,96,51,7
4.1393949062840054,94,95,57,6
4.6264188976664622,96,97,44,2
6.1632600304135829,96,97,47,5
5.4920078162255157,96,96,50,2
4.2838981098589208,96,96,57,1
4.1632931576880408,96,97,58,0
2.6818787587183262,100,101,59,5
0.0596269134158205,98,99,59,6
1.7145031513154383,92,92,41,3
4.9785510542226543,98,98,50,3
1.9859021987306877,96,97,51,5
0.9039864288832123,96,96,48,6
0.7074025297211535,92,92,44,0
0.8806462064369566,98,99,53,2
5.6778898825959550,94,95,43,2
4.4794578989526199,98,99,60,1
3.2407768565407724,98,98,49,6
0.6677668617288984,96,97,51,1
0.1417067433032708,98,99,44,3
2.2775977187472614,98,98,45,2
1.4481560410169645,94,95,50,1
1.5938773950115017,102,103,47,0
5.5183288998775994,96,97,53,1
0.9212451018383780,94,94,39,0
0.0041682873080906,94,95,46,5
1.0202665116347063,100,101,48,0
4.8507693365131983,94,95,47,2
4.7558362591084897,96,97,49,7
5.4933465286849064,94,95,48,7
6.1239135843729455,96,97,51,1
2.3020732781239439,96,96,50,4
3.0070235185615237,98,99,55,2
3.2198509314819712,94,95,52,5
2.5732707641233858,98,98,52,5
3.1177825327481501,94,95,58,1
0.5253174282595314,96,97,47,3
6.0187112908335321,98,99,58,3
1.7916086960680124,94,94,45,6
4.1900592800988630,94,95,48,7
1.5998263899086664,96,97,51,1
0.9699962674437157,96,97,47,5
5.2103451013616722,98,99,44,1
5.0011848280397757,96,97,49,5
3.0725945384468849,90,90,47,0
5.5284431447111793,98,99,54,5
3.4632840777777623,98,98,54,1
5.7747853134450420,96,97,50,4
0.2127455160610690,96,97,48,4
5.4650903626171861,96,96,49,7
3.1845231293763407,94,95,54,1
4.8227548532043842,98,98,52,7
4.6169918268852657,96,96,42,6
4.2808972287129690,96,97,46,6
5.2267713404722986,96,96,49,5
6.0273696367233640,96,97,59,5
2.1061311524743433,94,95,51,2
3.2229491464944919,96,97,53,7
5.5656323819152860,94,95,44,5
1.1935187317024634,96,97,47,7
2.6503223718151188,98,99,46,3
5.7711255076174188,94,95,44,1
4.8433974842732388,94,94,47,4
2.2586895920321837,98,99,49,2
1.2849344272634760,96,96,49,1
2.2676999656369126,96,97,54,0
4.0486361041841530,96,96,50,2
3.2833117849610556,94,95,49,6
4.5029390219586780,96,97,48,6
3.9647410674657833,96,97,49,3
5.7041417503274898,98,98,57,6
0.9537338538879514,98,99,54,5
2.7534445774397938,98,99,45,6
3.9503924067983864,90,91,46,5
4.3677030279458178,98,98,49,4
6.1207211635864311,98,99,57,4
3.3626809975606342,96,96,53,1
0.9901359489986906,98,99,47,2
0.1258605525066232,96,97,57,7
5.4093179663660038,96,97,56,2
2.6801896036786617,96,97,51,7
1.8825688328467431,96,97,43,3
5.1162777018989614,98,99,59,6
0.0598906001968113,98,99,55,2
2.4955406379083986,94,95,54,7
6.1541860801342461,94,95,53,4
1.7788410080423416,96,96,46,6
1.4632142210311425,98,98,48,1
2.8769092718909213,96,97,49,3
1.0273088218649058,96,97,52,4
5.2064227016517615,94,95,54,5
2.9587372100627740,98,98,51,0
0.4681269878769689,96,97,47,3
5.2894517693422491,96,96,41,5
3.9462440991547192,96,96,54,0
1.0673040298998286,96,97,47,5
4.4213653739914713,96,96,60,0
4.2580935438379157,100,101,52,4
3.2909044583506648,96,97,48,2
0.3748447823708272,96,96,48,4
4.3900099101399919,96,96,51,5
0.7218773723470981,96,96,49,1
4.4708459291266500,92,93,55,1
1.8517092256016436,94,95,46,3
0.0200884111437349,94,94,45,4
3.7357117878744757,96,96,60,6
0.6479687469190042,94,95,50,7
5.5975367621746113,100,101,58,6
4.0535013274296299,98,99,43,2
1.8174718919134678,96,97,45,5
3.4273336213247059,98,99,49,6
4.0265717072512253,96,97,47,3
5.0961881352376235,96,96,49,7
1.4203787334916071,98,98,51,6
4.0766472340799709,94,94,41,4
1.0537254525338178,98,99,48,7
4.5833499704321738,96,97,47,7
2.8422277209926796,96,96,51,1
5.1939246797227776,96,96,53,1
1.0890783515377389,96,97,53,5
0.6940593326611880,94,95,51,0
3.1486819156002435,96,96,43,3
1.7919058714487290,96,97,50,0
5.3680227178049096,98,99,55,4
0.5569485007292535,94,94,46,3
5.1370126794821713,92,92,45,3
1.4447933744065828,96,96,57,1
1.7586914074969262,96,96,46,2
1.1218331423193195,96,97,40,0
3.2385391805493993,94,94,50,3
3.1026694740778051,94,95,48,3
2.2879492057891002,96,96,47,3
4.0761430030712704,98,99,50,1
3.3606328187820460,92,92,56,0
1.6612115183857543,94,95,44,7
5.9576247197283987,96,97,43,7
3.0765176947609469,94,95,57,4
0.6448031945930917,98,99,52,3
6.0039664914036734,96,96,42,4
1.7377923500892298,94,95,52,5
1.2460500076378758,96,96,51,3
2.6113706885704131,98,99,50,5
6.0164140222399851,96,96,49,7
0.9170163052533383,98,99,42,1
4.2073579902906841,96,97,48,2
3.8313607670214007,94,95,53,0
3.0544213408232856,96,96,52,6
4.7788741133884853,96,96,53,1
0.2148625198802107,98,99,51,6
5.5078586480842846,96,97,51,5
1.5412825508927219,100,100,54,4
2.2467777346422029,96,97,55,5
3.1929706583645796,98,99,61,4
3.3443460464321340,94,95,54,1
0.3974407619637573,98,99,43,4
4.2657842582410757,96,96,58,0
0.9026872751850668,96,96,43,1
5.0180946376774713,98,98,47,4
5.9231401504671526,94,95,50,5
0.7699707174241877,96,96,49,3
3.6533349376750706,94,95,42,7
0.3665738024994967,96,96,46,0
0.3313622450915213,94,95,44,5
3.2275420985832710,96,97,50,6
4.9904430133318298,96,97,54,0
1.1157005125325494,98,99,48,3
6.2481265281012028,98,99,45,2
2.2103719174047454,94,94,48,1
1.2843588593458588,96,97,54,4
5.5142479318447233,96,97,52,6
2.8386402374467288,94,95,45,4
0.8677338989061402,96,96,48,6
3.4412386547418783,96,97,53,5
1.2244435347096176,98,99,55,6
5.7267224255159537,98,99,52,7
3.1790846406073423,96,97,45,3
5.7644463776119714,96,96,58,0
5.5035799132578855,96,97,55,5
0.2101903633705916,94,95,52,1
0.4363910735421678,96,97,51,1
0.4794443523987406,94,94,35,6
5.5886001287689142,96,97,51,5
3.7165345002741970,92,93,43,3
0.6929978367951347,94,95,57,0
6.1928136337724640,96,96,48,0
2.8559857021638444,96,97,54,4
5.0761099752329910,96,97,63,7
1.6806795266136914,90,91,44,3
4.3040586167078896,96,97,49,1
3.5096633947932063,98,98,52,5
4.6070771647070385,98,99,43,2
0.9561986055512135,96,96,45,5
0.7434690118439017,96,97,50,6
0.8891644430902338,94,95,43,6
1.5406667632031072,104,105,51,7
3.6767235253642365,98,99,55,2
4.8657616304874143,96,97,59,5
2.8432688531728334,92,93,48,0
4.3933426893481275,96,97,42,4
2.2279538059898019,96,97,53,5
1.0507480144956181,96,96,45,3
2.6174296198313081,94,95,55,4
3.5101679927580167,98,99,44,3
2.2291371976577889,94,94,51,2
5.6906975187553295,96,96,43,5
2.4386073593536812,98,98,48,7
6.1993407748010929,94,95,44,5
0.9139514901990557,96,96,61,5
4.3503109258216321,96,97,55,1
1.6970745991979197,96,97,54,6
2.7149899007516898,98,99,54,1
4.0399455243714870,96,97,48,0
1.4353369055666820,92,92,45,7
0.5362959768175669,96,97,53,3
0.7783622187156158,92,92,46,4
2.2948067817120772,96,97,61,1
4.5123510574903110,94,95,52,5
3.8049404231475714,96,96,52,6
3.5995347041229628,96,96,47,5
0.8584012933299895,96,97,49,3
5.8133985117824576,94,95,54,5
4.2898605859743446,96,97,49,5
0.9896821564180369,98,99,52,7
4.3677594382551881,96,96,44,0
0.3653550767132047,98,98,51,0
0.5667458267751818,94,95,51,4
1.2408377734361908,96,97,58,4
0.1548532126820597,98,98,49,2
6.0208684088863738,92,92,49,3
0.6506371454209002,94,94,50,1
0.8355628637297922,98,99,44,5
0.6303242618809078,94,95,54,3
4.7186512145384709,94,95,42,1
3.4634336031555342,98,99,38,5
3.9225081173503544,94,94,44,3
6.2300304108494062,96,96,47,3
3.2096106103497575,96,97,43,1
5.0801325811563309,98,99,63,0
5.7812464064909683,100,101,49,7
5.0721466565471962,98,99,51,2
3.5158052608147945,96,96,42,4
1.7820241533116463,96,97,54,6
5.1322338529251326,94,95,42,3
0.6836666440248113,96,96,49,7
2.8322109895120620,92,93,48,2
1.7043612417133742,96,97,47,5
