theta,t_count,h_count,s_count,w_count
2.8746578372742824,106,107,55,0
5.5420341177169048,98,99,54,5
3.9348662145493849,96,96,49,7
5.4754611948789691,96,97,48,4
4.0951501114012805,96,96,48,2
1.7106824850079940,94,95,53,4
1.9788131332269356,92,92,50,0
0.2884961207120196,96,97,53,5
5.8530810585165680,94,94,56,3
4.2469177231552857,96,97,53,3
3.8474853894442660,98,99,50,3
6.0197027177705653,96,97,57,5
0.2056163243562475,96,97,51,1
4.5977874976306694,98,99,48,3
2.3892336191344552,96,96,49,5
0.1720868024109790,98,99,60,3
4.8142939220710659,94,95,44,5
4.0088054742914876,98,98,50,1
5.5882025617670914,96,97,51,1
2.1681963824769697,96,96,48,4
3.5767856856112896,94,94,45,4
2.2553618038400778,96,96,49,1
0.5279018225202990,92,93,53,1
0.8010753888112543,96,97,55,7
3.4136643476944983,94,94,54,1
0.5694696483221824,94,94,46,5
5.9305967608725956,96,97,53,3
4.0382225679078578,94,95,56,5
1.0620193583304454,90,91,48,7
2.8348746818473280,96,97,42,2
1.0053627790764250,92,93,41,7
0.1155629224345606,96,97,49,1
5.0935120144451229,96,97,54,4
6.1008911989056651,96,97,48,6
1.6386087778906127,92,93,51,5
1.6488261561063811,88,89,36,0
3.9220246654043565,98,99,57,0
6.0975068103079240,94,94,56,3
3.7039672911234307,96,97,46,2
5.8263493943681963,92,92,50,4
5.3046231220919831,96,97,41,7
5.3556314542813235,94,94,52,1
1.5635469748725368,96,97,47,7
5.9163120796395692,96,97,47,1
3.9208842874297489,98,99,61,2
4.2756465430267037,94,95,48,1
4.1313732355765405,94,95,44,5
5.7894689903209482,96,97,48,2
0.6587053873109870,96,97,46,2
3.5925943769882229,92,92,42,6
5.7466852896512197,96,97,52,4
1.0893281968409259,94,95,50,3
4.7730632158398381,96,97,45,3
3.0907386678064652,96,96,48,4
2.4568157514369364,96,97,44,6
4.4397901710473313,96,96,42,2
4.6618625645976417,96,97,52,0
5.2463096123348079,92,92,40,6
0.8096427557377672,96,96,34,2
4.5348480087930652,94,95,48,1
4.2396271943105575,96,97,46,6
6.1960010586912624,96,96,49,3
2.7744217972399103,96,97,38,2
4.8321651245137627,94,94,51,2
3.2324627415946834,96,97,53,1
2.2509975434334915,96,97,56,6
6.1165177606826626,90,91,41,0
1.5773480223614242,94,95,45,6
4.3025101245425121,96,96,50,0
5.7066984913601919,96,96,44,6
3.3303928637202271,98,99,44,3
2.2145308873426370,100,101,50,2
3.6640992903224618,94,95,45,0
3.1308496478867434,96,97,42,4
2.3703909694487342,96,96,52,0
3.3671807979687407,96,96,43,5
0.2710093563446532,98,99,40,5
1.1274268468392088,94,95,50,5
0.5635119538988318,96,96,56,0
2.5361363395770256,92,92,54,6
2.5903165029048107,96,97,54,2
1.7727489644160803,96,96,50,2
3.4511145774476328,98,99,46,1
0.2690434132464862,96,97,43,5
4.9897254592017797,96,96,53,3
3.2162561726890684,98,99,44,3
6.0756864360036689,96,97,54,6
0.7119596867495726,96,96,44,6
3.9874992308665256,96,97,52,4
4.5934848750746626,90,91,44,3
1.7035954276563576,94,95,45,6
4.2472841521654354,96,96,50,2
0.4536464998142166,96,96,42,6
5.8442700734953252,98,99,48,1
4.8683876606356202,96,96,51,7
0.5770233612502804,94,95,43,6
0.7667749877026201,94,95,52,3
1.9612094438736225,92,93,47,5
2.5494336902438195,92,93,44,0
0.6865569381285432,96,96,56,6
3.7020811483425162,94,95,52,7
1.0163442370674867,98,98,51,4
1.2552583410203222,96,97,44,2
1.4084759463790322,94,95,49,6
0.2295274531007577,94,94,53,0
4.0748585912163984,94,95,48,7
2.5111977012203912,96,97,47,3
5.5493325802138216,96,96,51,7
2.2130345283323956,94,95,58,5
3.0186010680573401,96,97,44,4
2.8417534816859797,100,101,56,2
0.2833337065608224,94,95,53,2
1.8933087927212200,96,96,52,6
3.3167210426976315,94,94,52,3
4.9914494064385222,94,95,41,2
4.2882924872757551,96,96,56,2
4.9894900255790215,94,95,49,0
5.4636711192282075,96,97,52,6
2.1976354548395052,98,99,48,7
5.7434717138072928,94,95,61,6
4.6761932801907236,92,92,53,7
2.3487371581483840,96,97,52,0
1.1354994088744248,96,96,49,3
0.9368134252567816,96,97,51,5
3.9995411256771218,96,96,50,0
4.8886941311511176,96,96,49,7
1.5259501359588943,98,99,53,2
3.6486060691229669,98,99,53,2
4.9816338812164229,94,95,55,4
1.8574928269343602,98,98,45,2
2.6952334991469256,98,98,47,2
1.2156271184013279,96,97,45,1
4.6286002568187170,96,97,53,7
0.6039889831161253,94,95,43,6
4.2616388565025360,96,97,49,3
2.1219494589698868,90,91,46,1
1.0398295725121960,94,95,43,2
5.7344009050024960,96,96,42,4
2.6879001190610503,92,93,60,0
1.9014893923328109,96,96,49,7
4.0377606518579698,96,97,43,7
0.8798375563270561,92,93,51,3
5.0442139537513819,96,97,49,3
2.7956972108051743,98,99,56,7
3.9339935918203288,98,99,53,6
0.7223582061702547,96,96,46,0
1.5568051823165530,96,97,50,0
2.6456694227193411,94,95,39,6
2.2773046128908883,90,90,52,3
0.0030096593265434,96,96,40,0
5.8986227069373420,98,99,48,1
2.0666133650586556,94,95,55,2
5.4897130460718921,94,95,47,2
1.3898763872301607,96,97,57,1
5.2619707440324177,98,98,69,2
2.0030696566472161,98,99,52,1
2.4951328732613143,96,96,56,6
1.3586713494993075,94,95,54,1
3.2322900487216493,96,97,46,4
5.3013551881132761,98,99,54,3
3.1726279609102805,96,97,56,4
4.9691787600317463,96,97,50,0
3.9726209556563075,94,95,51,4
4.9941263716999655,96,96,59,7
0.9964374668428979,94,95,45,2
1.5240399184954623,98,99,48,1
3.7817354925501423,96,97,50,4
2.5468711630907936,92,93,39,5
1.9893000190078574,96,97,46,2
3.4519098302199125,94,95,50,3
1.4961535973599844,96,97,56,6
1.0790258835838114,96,97,43,1
2.8922811296324045,96,96,41,1
4.7814158228595165,96,97,54,6
3.1826401087548364,96,96,41,5
0.6723100741277581,96,97,54,0
5.9675968085945481,96,97,57,3
1.8975013360303581,96,97,46,4
5.2448423363390484,94,94,51,2
0.6342757684005094,98,99,49,0
0.5534414209890482,98,99,60,3
4.4752858509246956,98,99,52,7
4.7353558537815825,94,95,47,2
1.5734246436423487,98,99,58,7
5.9841275520842867,98,98,50,3
4.8368360431339825,92,93,44,0
6.2778969398362880,96,97,49,7
2.4120557487233767,96,97,53,7
2.3299744187631770,98,99,58,7
0.4979348122795365,94,95,52,3
1.0132349934838722,96,96,52,4
3.9952510891255568,96,97,45,3
4.8931105002741058,92,92,43,3
2.6348630071227950,94,95,45,4
1.2366551517898465,96,97,55,7
0.9652394704967967,100,101,50,2
3.2970853369993165,94,95,57,6
2.1526107580933447,96,96,58,0
0.1691205698632537,96,97,48,4
4.6874544025602578,96,97,46,4
6.1659161460862242,94,95,53,4
5.0977629393239230,94,95,55,2
3.6764638879534535,96,96,37,3
3.6600393039063355,98,99,51,6
0.0994554975853188,96,97,47,1
3.6551556160456258,90,90,52,3
0.4587248123714622,98,98,53,4
5.1989031051095447,96,97,49,3
