theta,t_count,h_count,s_count,w_count
4.9438072135601567,100,101,49,1
2.0287870169284354,98,99,54,1
0.1972700054335317,94,95,55,0
0.4447420085070564,98,99,49,2
4.8596210556018002,96,97,53,7
1.9031305723253271,98,99,50,5
3.0098189894381582,100,101,56,2
0.3775466559214948,98,99,53,2
4.3741358949739775,100,101,55,7
5.6768336078174189,98,99,53,6
5.2697615810117915,100,101,56,6
2.1408739761459179,96,97,41,7
5.1134063426872425,100,101,50,2
5.7066615857658061,98,99,45,0
2.0860335906898304,98,99,57,6
1.3612660923099513,98,99,57,6
5.5778829169769972,98,99,56,1
5.6808998723888156,98,98,58,3
3.6823292099154457,96,97,56,2
1.7116724848846061,100,100,49,1
0.0845022162986419,102,103,53,6
6.0693314198339712,98,98,48,5
5.3373561023293181,98,99,49,6
5.1900985387310339,98,98,52,5
3.6012924433357623,100,100,47,3
0.0294246821878147,98,99,52,5
4.7146749211018673,98,99,48,1
1.6735570427271567,96,97,52,4
1.5596443378185838,100,100,57,5
1.2510669510577448,96,97,47,1
5.3519723249220590,94,94,45,0
4.3937677737307039,96,97,53,3
2.4932974548650111,100,100,37,5
3.9459237536721363,98,99,46,3
3.3314090080839711,98,99,40,5
1.4061618105964933,100,101,49,3
1.8499759386503529,100,100,59,5
2.6970897594434549,98,98,50,1
3.7841554507501352,98,99,57,0
2.9789543235015388,100,100,56,2
4.1713932991614033,100,101,53,1
4.7301134021740063,100,101,54,2
0.8474711485387287,100,100,54,6
0.5011464092385506,100,100,52,6
1.0766396621012699,98,99,45,2
1.8675034680107407,96,96,53,1
6.0045701320666787,98,99,52,3
5.0976330060102590,98,98,40,3
5.4416050270100866,96,97,56,2
3.1162591647843492,100,101,51,3
0.2210333581402399,98,99,49,6
2.5097753591406256,98,98,41,2
0.6137453280853243,96,97,51,7
2.7611884943196614,98,99,47,0
3.1797006721347212,102,103,53,2
3.5281670957381714,100,100,57,3
0.9094135621521067,98,98,46,1
1.9281356684216990,98,99,56,7
5.3534009113114607,100,101,49,7
3.8244799885527154,100,101,56,0
2.0314501556585274,98,99,54,1
4.0801167207984603,98,99,48,7
5.4894842436107876,98,99,53,4
2.8627762266090571,100,100,48,0
1.5063511166264136,96,97,51,7
1.5312297324762512,98,99,47,6
3.0689307494194282,100,101,46,6
0.6009025844614430,100,100,47,1
0.9163676787462820,98,99,45,4
0.7099616181998963,100,101,52,4
4.1881668618973702,96,97,59,3
4.1186477036720452,98,99,47,0
3.6840864491687326,100,100,49,1
4.3195463430864356,100,100,57,5
0.5430574643534243,98,99,42,1
5.9013283076353371,94,95,55,2
4.6902782603028585,100,100,54,4
2.6953096401124421,98,98,56,5
3.4038213692936985,98,98,48,3
3.2875888459950326,100,100,49,7
4.7790040352959897,100,100,54,0
0.9214178768337068,92,93,51,1
1.6545751616298752,98,98,49,6
4.0514007398605356,94,94,58,3
4.5925955886723653,98,99,46,5
5.7179454723435681,98,99,60,7
2.6974705891439883,94,95,55,4
