theta,t_count,h_count,s_count,w_count
4.7154570608369086,98,99,48,7
4.7887451655293471,96,96,43,3
3.9070015680521495,92,92,48,2
5.8647098503506037,96,97,48,6
3.1305917123815168,94,95,37,4
2.8070552766576733,96,97,61,5
3.8392917968180091,96,97,58,4
5.4228466691091608,96,97,45,5
2.3533904304222291,96,97,44,2
5.2418842494758113,90,90,46,5
5.6720476376537370,96,96,50,2
5.9901314357596256,96,97,44,4
2.3254606180125390,94,95,41,4
1.8686125892641023,90,91,54,3
1.8798019228545482,94,95,48,5
0.9088276591354454,96,96,43,7
6.2143051234850581,98,99,47,6
0.2234809311526381,96,97,51,7
3.7995556651750366,94,95,54,5
3.3364746579219089,98,99,49,0
4.9397819484781458,98,99,55,0
5.7268906687575800,98,98,48,7
2.0621936548476878,98,98,54,5
0.0843134646792016,94,95,54,3
1.9707197716958651,96,97,38,4
4.1672821122595538,94,95,46,5
3.9785993558514998,94,95,48,7
0.6899212064893747,96,97,47,5
0.0686191624443802,96,96,50,6
4.3072977330912883,96,96,51,3
3.6623817713627553,94,95,58,7
4.1363881463893852,96,97,48,2
5.2612788985777010,96,96,49,5
0.5483365062296859,96,96,51,1
2.8861852478615635,94,94,45,2
3.2826168556234618,96,97,50,6
2.0581664536200086,96,97,52,4
2.7720814870721893,96,96,49,7
4.3045672158851804,94,95,48,5
5.0540558256836725,94,94,54,1
1.2898453319069560,96,97,52,4
5.2758142971423547,96,97,47,5
3.9844072673446287,96,97,47,5
3.0296515620964244,94,94,48,1
3.0032530619563551,94,95,52,5
1.5130563022227081,94,94,57,2
6.2407070650898246,94,95,44,7
0.7878074034094554,94,95,50,5
4.0132141630031803,94,94,47,6
1.6955465845087050,94,94,43,6
1.3430318729683202,96,96,40,0
1.7676224562717722,96,97,39,3
4.1114716896453478,96,97,48,6
3.2716382569846378,96,97,50,4
0.8895393585829832,98,99,43,4
3.5156812554441266,96,97,64,0
2.1171447471601406,96,97,51,3
5.8842874341146514,98,99,60,3
4.3233065604543102,98,99,54,5
2.4870316407542936,96,97,45,1
0.1133064692060659,96,97,55,1
4.8688585098167509,90,91,43,6
5.9602520430307369,94,95,47,6
0.8348659997604747,94,95,48,7
2.3664530022658417,96,96,51,5
2.4599252098011379,96,97,45,1
4.7650270479608290,96,97,53,5
6.0224472997050462,96,97,47,7
4.2435224543228074,94,95,51,0
3.3840026023915466,92,93,48,6
5.7802920999651537,96,96,37,5
3.5260773804378744,94,94,52,7
1.0293119570621021,102,103,53,4
4.3293351128895559,94,94,43,0
0.7019456936141030,96,96,50,2
2.5319496095949727,98,98,42,3
3.0302556790095472,94,94,49,0
6.1674394514075672,96,97,52,2
5.0576606400410258,96,96,51,1
5.1762955661760746,92,93,56,0
1.5576716536890818,92,92,40,2
2.5915863903447511,94,95,43,0
2.8560729070863116,96,97,56,0
5.9665355485045497,98,99,60,1
4.8058560291608909,96,96,50,2
5.9508656057793958,96,97,41,7
3.9899330194919806,92,93,46,4
0.9024146183776810,96,97,54,4
3.4328693409260524,92,93,48,2
2.1962547011635469,98,99,57,4
0.0541080149330684,96,97,47,5
3.4720459572662348,94,95,46,1
4.5879778517895016,94,95,46,7
4.9211149502269063,96,97,54,0
4.9275611993821755,96,96,49,3
5.4632749840731156,96,97,43,1
5.0877590231855736,96,96,46,6
3.5437864653111739,98,98,47,6
2.4050537615891203,96,97,53,1
1.3538988307285891,96,96,51,7
0.5462391139168101,94,95,48,1
1.3945082915720093,98,99,46,7
5.0753572073389108,96,97,46,0
2.7841534450275454,96,96,42,0
1.8598369627021998,98,99,50,3
4.9191169725646251,96,97,67,3
5.3320463191914360,96,97,49,1
2.0752874342686467,94,94,58,7
4.0096024679503115,94,95,54,3
3.2227358750531767,96,97,49,7
4.0634194984457395,98,98,50,7
4.9244417179876434,98,99,53,4
0.8263314788421209,96,96,48,2
5.2277571515744405,94,95,56,7
5.8835419231489396,94,95,40,1
0.7323957101033783,96,97,42,2
1.0194505612196592,96,96,49,5
2.9894619182733235,94,95,50,5
2.8824271366594418,98,99,51,2
5.6960894022521984,94,94,53,4
1.0822639505249314,96,97,41,3
3.7104808203587663,96,97,56,6
2.5624190828936451,96,96,47,5
3.3730048870392872,96,97,51,5
0.6306357750464298,94,94,42,1
5.1741903655224490,94,95,50,7
5.9053265931898924,98,98,52,7
3.5421890042717981,98,99,48,7
0.3134615252395266,96,97,53,5
4.7550574507342631,96,97,54,2
0.0839026014334604,94,95,48,3
5.3532230166789878,96,96,48,6
5.0268217035686362,92,93,56,2
4.6238327920498259,96,97,54,0
1.5889615186403103,98,99,50,5
5.4352961075401733,94,94,53,0
0.2371513397296588,96,97,47,7
3.2195130187166572,96,97,49,1
1.1117041074496419,96,97,51,1
3.3714505269894843,96,96,56,2
3.9970710753329426,96,96,52,6
1.1243981351818126,98,99,57,0
3.3158934085356639,96,97,48,0
5.2391106995780685,96,97,62,6
1.2536107313987159,96,97,57,7
1.0145768751297513,94,95,49,6
1.6138231696827696,96,97,56,0
3.5051921999553382,96,97,46,6
5.9652339128742318,94,94,44,5
4.7656417560903357,98,99,48,3
5.5235171785252515,92,93,47,5
2.9144444455807563,96,96,48,2
3.4780167443858310,90,91,51,4
0.5542349673129210,98,99,50,1
1.5419133519704129,96,97,48,2
1.5612548091465723,96,97,49,1
1.7021854241831917,96,97,48,0
0.6143909977705202,94,94,54,1
2.7998980764036352,98,98,55,6
2.6411985260289339,94,95,54,7
0.3690005848731889,96,97,47,3
2.4274664429749029,96,97,50,0
1.2734105917315903,96,96,48,2
2.6631216953109265,96,97,49,7
5.7618196719640862,96,96,40,0
5.9323885027493573,96,97,52,0
4.3632779464613227,96,96,56,0
1.5298401081911743,94,94,44,5
3.0032425992965130,96,97,48,0
0.8598141202734237,96,96,55,3
1.5665170495795453,92,92,46,0
5.1132497298302679,96,96,52,0
1.5202582140067258,98,99,57,2
2.7209975224005212,94,94,48,5
1.1938895517612949,94,94,53,2
3.1441781818168835,96,97,53,5
3.5246719036539891,96,97,47,7
2.1870329065556771,96,97,54,0
4.6817701894233057,96,97,53,5
5.7365041446847673,98,99,52,7
0.6763640343225341,94,94,55,6
1.3083204238594410,96,96,45,3
5.0600732330359985,96,97,40,4
5.4268711753061742,98,98,42,1
5.9628643899902229,96,96,45,7
6.0053414888894254,96,97,54,4
