theta,t_count,h_count,s_count,w_count
4.8629092726895990,120,121,65,1
2.7575545642879962,120,120,59,7
5.3947298351621535,118,119,53,0
4.3816925538825817,118,119,58,5
0.5917337285168199,120,120,55,1
6.1300160251600602,120,120,61,1
4.7823817922568344,122,123,58,3
4.9389876934144850,120,121,60,4
0.8049616944763924,122,123,65,4
2.8298583075457251,116,117,60,2
